name,id,cur_rank,prev_rank,world,dc,points,portrait,tier,wins,job
Link Head,16328524,34,0,Sephirot,Materia,0,e10e4f4b333b4d216875dcae03112697_30a5f9eadea6e0cb684a5265362d0d59fc0_96x96.jpg?1657187301,Diamond,8,BLM
Ashmi Rae,18364101,35,0,Bismarck,Materia,0,2b3a41d227e2937852d5c1e031d5aba0_36f0570990ac5402b2ef514d36b0435cfc0_96x96.jpg?1657185925,Diamond,5,BRD
Chappie Chap,39227279,36,0,Ravana,Materia,0,d29a2f45d76418754e12685fdc7ff79e_2f53b2675d3eea360f0b48d74d30af15fc0_96x96.jpg?1657183949,Diamond,3,SGE
Meat Dragon,41698426,37,0,Sophia,Materia,0,f6cf2ee35478170df822098e7467e89e_ba15a18cd3a8fb567e39053022515eb6fc0_96x96.jpg?1657185656,Diamond,2,PLD
Aryhlia Lyerose,24560640,38,0,Ravana,Materia,0,d06d9a04a7585dd749f27943d0be7f55_2f53b2675d3eea360f0b48d74d30af15fc0_96x96.jpg?1657186645,Diamond,1,RPR
Hi Me,42843542,38,0,Sophia,Materia,0,7438c85b4884151c4909b6c2b7b38fe6_ba15a18cd3a8fb567e39053022515eb6fc0_96x96.jpg?1657185645,Diamond,1,RDM
Syth Isi,14766898,38,0,Ravana,Materia,0,4eef23c58ccbdfd054240b7a6afee3df_2f53b2675d3eea360f0b48d74d30af15fc0_96x96.jpg?1657186829,Diamond,1,SGE
Captain Hoek,9640015,41,0,Ravana,Materia,0,16105b58351e62a24d12d4ee6d93a960_2f53b2675d3eea360f0b48d74d30af15fc0_96x96.jpg?1657186463,Diamond,15,SCH
Alithex Kaifu,38470297,42,0,Ravana,Materia,0,33766e7d76037ccd2e68cad5c3a51403_2f53b2675d3eea360f0b48d74d30af15fc0_96x96.jpg?1657186741,Diamond,7,SAM
Baa Chan,25435054,42,0,Ravana,Materia,0,d8492b4fe586ca9c76241b508eefe402_2f53b2675d3eea360f0b48d74d30af15fc0_96x96.jpg?1657184097,Diamond,7,BRD
Elemia Reyvateil,22413540,44,0,Zurvan,Materia,0,8932ef399fb86a4893a0a1cbefcde95f_1fa3a1b3845481a1b67b46854a3cc49afc0_96x96.jpg?1657184658,Diamond,5,WHM
Sefa Noctifer,29045556,45,0,Ravana,Materia,0,5f7999f7862f7d73d62f5636fe905062_2f53b2675d3eea360f0b48d74d30af15fc0_96x96.jpg?1657187016,Diamond,4,DRK
Jam Valentine,35994385,46,0,Sophia,Materia,0,2fd11fd8d65041a2149569c92ad843b0_ba15a18cd3a8fb567e39053022515eb6fc0_96x96.jpg?1657186370,Diamond,3,DRK
Sophe Jae,42356458,46,0,Bismarck,Materia,0,cdcd31aec7f6907eb34fd125fdc3fd87_36f0570990ac5402b2ef514d36b0435cfc0_96x96.jpg?1657184560,Diamond,3,MCH
Aislinn Hunt,7971658,48,0,Sophia,Materia,0,495c3e591e3c6826a10c19b36e018b86_ba15a18cd3a8fb567e39053022515eb6fc0_96x96.jpg?1657183950,Diamond,2,MCH
Amira Kitamura,26903725,48,0,Sophia,Materia,0,ef33aae54362f6cdab2e291ca81cf346_ba15a18cd3a8fb567e39053022515eb6fc0_96x96.jpg?1657184850,Diamond,2,RPR
Rymmthota Gyrmoenwyn,27665572,48,0,Ravana,Materia,0,4cae98f250e6a0c3c0b7c7ac528ca10e_2f53b2675d3eea360f0b48d74d30af15fc0_96x96.jpg?1657184851,Diamond,2,AST
Eowyn Dragon,32839654,51,0,Ravana,Materia,0,1b4e04f95585e3f9d3df5b6ac8b21915_2f53b2675d3eea360f0b48d74d30af15fc0_96x96.jpg?1657184002,Diamond,1,BTN
Katami Mori,7798497,51,0,Ravana,Materia,0,decdc2de6772e6b0fa17305b6c6104d3_2f53b2675d3eea360f0b48d74d30af15fc0_96x96.jpg?1657185468,Diamond,1,BLU
Katarina Kittycat,24355925,53,0,Sophia,Materia,0,488decc103448e79430a7f4ffa3674c5_ba15a18cd3a8fb567e39053022515eb6fc0_96x96.jpg?1657186300,Diamond,0,BLM
Koh'a Moh'ka,9562421,53,0,Sephirot,Materia,0,68c826e8d02548abb8a012c2617d8d91_30a5f9eadea6e0cb684a5265362d0d59fc0_96x96.jpg?1657186482,Diamond,0,PLD
Kyze Mythos,40522680,53,0,Ravana,Materia,0,0234b9d9bd919ce35fa180031194e102_2f53b2675d3eea360f0b48d74d30af15fc0_96x96.jpg?1657186024,Diamond,0,WAR
Devil Eye,24748448,56,0,Sophia,Materia,0,fd71f929c519f0fab624bbbb1b4e4be8_ba15a18cd3a8fb567e39053022515eb6fc0_96x96.jpg?1657185666,Platinum,6,PLD
Nise Lovalette,37777538,57,0,Sophia,Materia,0,4291e7e20d5011715e7263d1940b4790_ba15a18cd3a8fb567e39053022515eb6fc0_96x96.jpg?1657185016,Platinum,1,DNC
Rinn Rainfell,16326857,57,0,Sophia,Materia,0,a6f42061f6bfa35964a82ff7fff10979_ba15a18cd3a8fb567e39053022515eb6fc0_96x96.jpg?1657186126,Platinum,1,PLD
Mxy Thugger,24662243,59,0,Sophia,Materia,0,a91c8125bf6237a6d7085f85e9c0210a_ba15a18cd3a8fb567e39053022515eb6fc0_96x96.jpg?1657186839,Platinum,2,WHM
Blaise Embraxia,29617155,60,0,Sophia,Materia,0,1ef0c13708b72fb7c40aa3b4b49e7081_ba15a18cd3a8fb567e39053022515eb6fc0_96x96.jpg?1657185753,Platinum,5,PLD
Bozo Bonanza,7805952,61,0,Ravana,Materia,0,d795f2d5a6bb3cf49adfeaf0273bac13_2f53b2675d3eea360f0b48d74d30af15fc0_96x96.jpg?1657184560,Platinum,3,BLM
Player One,2799793,62,0,Sephirot,Materia,0,6acc149dc99e59db94e88756b7cbc605_30a5f9eadea6e0cb684a5265362d0d59fc0_96x96.jpg?1657183939,Platinum,9,BLM
Dev Hour,41761438,63,0,Sophia,Materia,0,ee9fa7393ee615404306e89f7a52eaf3_ba15a18cd3a8fb567e39053022515eb6fc0_96x96.jpg?1657185483,Platinum,1,AST
Alrea Lilium,21156376,64,0,Sophia,Materia,0,cb3d3c260c7db98d44fec4b4154fef95_ba15a18cd3a8fb567e39053022515eb6fc0_96x96.jpg?1657186485,Platinum,1,BRD
Garpmangmr Lad,30100197,64,0,Sephirot,Materia,0,2c4193981de425bb321abea8cd415d7e_30a5f9eadea6e0cb684a5265362d0d59fc0_96x96.jpg?1657183960,Platinum,1,CRP
Kai Sparda,41613316,66,0,Ravana,Materia,0,https://img.finalfantasyxiv.com/lds/h/q/jt9XfqaesFaOUpd_7KrSGekyKY.png,Gold,0,BRD
Painflare Pain,41651606,67,66,Sophia,Materia,0,https://img.finalfantasyxiv.com/lds/h/i/wZ2T_KCer_XZH9C5rAlej2xIsE.png,Gold,15,SMN
Not Hyphwenz,28807070,68,67,Sophia,Materia,0,https://img.finalfantasyxiv.com/lds/h/i/wZ2T_KCer_XZH9C5rAlej2xIsE.png,Gold,13,MCH
Brian Ricardo,41560139,69,91,Sophia,Materia,0,https://img.finalfantasyxiv.com/lds/h/Q/SFkR8_xz0dwwiHC4c3dA1b2M3E.png,Gold,0,SCH
Bwuenos Dias,15328217,69,68,Sophia,Materia,0,https://img.finalfantasyxiv.com/lds/h/i/wZ2T_KCer_XZH9C5rAlej2xIsE.png,Gold,11,BTN
Dohmi Zeiva,18001570,69,0,Sephirot,Materia,0,https://img.finalfantasyxiv.com/lds/h/q/jt9XfqaesFaOUpd_7KrSGekyKY.png,Gold,0,WHM
Okkotsu Yuta,35390162,72,69,Sophia,Materia,0,https://img.finalfantasyxiv.com/lds/h/i/wZ2T_KCer_XZH9C5rAlej2xIsE.png,Gold,10,RDM
Anya Ayase,35377758,73,70,Ravana,Materia,0,https://img.finalfantasyxiv.com/lds/h/i/wZ2T_KCer_XZH9C5rAlej2xIsE.png,Gold,6,DNC
Long Mog,33214885,74,95,Bismarck,Materia,0,https://img.finalfantasyxiv.com/lds/h/Q/SFkR8_xz0dwwiHC4c3dA1b2M3E.png,Silver,0,DNC
Katsu Tonkatsu,39589632,75,71,Sophia,Materia,0,https://img.finalfantasyxiv.com/lds/h/i/wZ2T_KCer_XZH9C5rAlej2xIsE.png,Silver,22,DRG
Tatowo Mames,32831109,76,72,Ravana,Materia,0,https://img.finalfantasyxiv.com/lds/h/i/wZ2T_KCer_XZH9C5rAlej2xIsE.png,Silver,9,SGE
Booba Bnuuy,2833704,77,73,Ravana,Materia,0,https://img.finalfantasyxiv.com/lds/h/i/wZ2T_KCer_XZH9C5rAlej2xIsE.png,Silver,7,SMN
Shiny Umbreon,42002439,78,74,Sophia,Materia,0,https://img.finalfantasyxiv.com/lds/h/i/wZ2T_KCer_XZH9C5rAlej2xIsE.png,Silver,6,SMN
Mona Branford,16325775,79,75,Sophia,Materia,0,https://img.finalfantasyxiv.com/lds/h/i/wZ2T_KCer_XZH9C5rAlej2xIsE.png,Silver,4,DRK
Prune Cat,8757319,80,0,Sephirot,Materia,0,https://img.finalfantasyxiv.com/lds/h/q/jt9XfqaesFaOUpd_7KrSGekyKY.png,Silver,3,WHM
M'asha Uryzl,7947525,81,76,Bismarck,Materia,0,https://img.finalfantasyxiv.com/lds/h/i/wZ2T_KCer_XZH9C5rAlej2xIsE.png,Silver,9,DNC
Tiberius Lionheart,8630127,82,77,Bismarck,Materia,0,https://img.finalfantasyxiv.com/lds/h/i/wZ2T_KCer_XZH9C5rAlej2xIsE.png,Silver,4,WHM
Deus Vult,29914655,83,85,Ravana,Materia,0,https://img.finalfantasyxiv.com/lds/h/Q/SFkR8_xz0dwwiHC4c3dA1b2M3E.png,Silver,0,SAM
Viseox Stryk,39149893,83,78,Zurvan,Materia,0,https://img.finalfantasyxiv.com/lds/h/i/wZ2T_KCer_XZH9C5rAlej2xIsE.png,Silver,2,MCH
Cucu Cucumber,43336963,85,79,Sophia,Materia,0,https://img.finalfantasyxiv.com/lds/h/i/wZ2T_KCer_XZH9C5rAlej2xIsE.png,Silver,17,DRG
Shrike Strife,3380363,86,80,Sophia,Materia,0,https://img.finalfantasyxiv.com/lds/h/i/wZ2T_KCer_XZH9C5rAlej2xIsE.png,Silver,2,MNK
Yumiko Kaneko-jr,41683006,87,81,Bismarck,Materia,0,https://img.finalfantasyxiv.com/lds/h/i/wZ2T_KCer_XZH9C5rAlej2xIsE.png,Silver,5,PLD
Flux Nova,27672278,88,0,Ravana,Materia,0,5182fd2af94864e54d681e40e06fdc1f_2f53b2675d3eea360f0b48d74d30af15fc0_96x96.jpg?1657184320,Silver,0,AST
Eleanor Leighowyin,13423502,89,82,Ravana,Materia,0,https://img.finalfantasyxiv.com/lds/h/i/wZ2T_KCer_XZH9C5rAlej2xIsE.png,Silver,0,SGE
Mother Appreciator,14965524,90,83,Ravana,Materia,0,https://img.finalfantasyxiv.com/lds/h/i/wZ2T_KCer_XZH9C5rAlej2xIsE.png,Silver,4,WHM
Kumi Mori,26518427,91,0,Sophia,Materia,0,https://img.finalfantasyxiv.com/lds/h/q/jt9XfqaesFaOUpd_7KrSGekyKY.png,Silver,1,DRG
Lady Bavaria,29724040,91,84,Bismarck,Materia,0,https://img.finalfantasyxiv.com/lds/h/i/wZ2T_KCer_XZH9C5rAlej2xIsE.png,Silver,1,SMN
Koopa Aoi,39134186,93,85,Sephirot,Materia,0,https://img.finalfantasyxiv.com/lds/h/i/wZ2T_KCer_XZH9C5rAlej2xIsE.png,Silver,0,DRG
Squid Gravy,14965112,93,85,Sophia,Materia,0,https://img.finalfantasyxiv.com/lds/h/i/wZ2T_KCer_XZH9C5rAlej2xIsE.png,Silver,0,CUL
Daniel Finlay,20719839,95,0,Ravana,Materia,0,https://img.finalfantasyxiv.com/lds/h/q/jt9XfqaesFaOUpd_7KrSGekyKY.png,Silver,0,RDM
Creature Conflict,41744155,96,0,Ravana,Materia,0,https://img.finalfantasyxiv.com/lds/h/q/jt9XfqaesFaOUpd_7KrSGekyKY.png,Silver,0,RDM
Daze Saturn,40148793,97,0,Sephirot,Materia,0,https://img.finalfantasyxiv.com/lds/h/q/jt9XfqaesFaOUpd_7KrSGekyKY.png,Silver,0,PLD
Obi-wan Shinobi,43932776,98,0,Sephirot,Materia,0,https://img.finalfantasyxiv.com/lds/h/q/jt9XfqaesFaOUpd_7KrSGekyKY.png,Silver,16,NIN
Luhmah Yonhaxu,17383994,99,89,Ravana,Materia,0,https://img.finalfantasyxiv.com/lds/h/i/wZ2T_KCer_XZH9C5rAlej2xIsE.png,Silver,11,SMN
Spina Daweel,41687031,99,89,Sophia,Materia,0,https://img.finalfantasyxiv.com/lds/h/i/wZ2T_KCer_XZH9C5rAlej2xIsE.png,Silver,11,SMN
Jung Dhadeh,37157045,1,0,Leviathan,Primal,0,fa17da6181676e0d2fddeb3a479b64bf_a91aae52cff9ef65932db06b150ffd47fc0_96x96.jpg?1657186299,Crystal,0,DNC
Haachama Chama,37421725,2,0,Leviathan,Primal,0,dc85502f9baa330d5a15d3c0a6f002a0_a91aae52cff9ef65932db06b150ffd47fc0_96x96.jpg?1657186299,Crystal,0,DNC
Mari Takeuchi,15691553,3,26,Leviathan,Primal,0,https://img.finalfantasyxiv.com/lds/h/Q/SFkR8_xz0dwwiHC4c3dA1b2M3E.png,Crystal,0,MCH
Kanaye Hayashi,21886030,4,65,Ultros,Primal,0,https://img.finalfantasyxiv.com/lds/h/Q/SFkR8_xz0dwwiHC4c3dA1b2M3E.png,Crystal,0,NIN
Esper Freya,7273923,5,61,Leviathan,Primal,0,https://img.finalfantasyxiv.com/lds/h/Q/SFkR8_xz0dwwiHC4c3dA1b2M3E.png,Crystal,0,MNK
Zypris Allsbane,13616095,6,4,Leviathan,Primal,0,https://img.finalfantasyxiv.com/lds/h/i/wZ2T_KCer_XZH9C5rAlej2xIsE.png,Crystal,0,RPR
Soul Savior,12577298,7,0,Ultros,Primal,0,https://img.finalfantasyxiv.com/lds/h/q/jt9XfqaesFaOUpd_7KrSGekyKY.png,Crystal,0,SGE
Emme Meeps,42592708,8,0,Lamia,Primal,0,https://img.finalfantasyxiv.com/lds/h/q/jt9XfqaesFaOUpd_7KrSGekyKY.png,Crystal,0,PLD
Yuki Shiroi,34693216,9,0,Exodus,Primal,0,https://img.finalfantasyxiv.com/lds/h/q/jt9XfqaesFaOUpd_7KrSGekyKY.png,Crystal,0,BLM
Eryn Beoulve,5906069,10,6,Behemoth,Primal,0,https://img.finalfantasyxiv.com/lds/h/i/wZ2T_KCer_XZH9C5rAlej2xIsE.png,Crystal,0,DRG
Ellie Meeps,36047772,11,7,Lamia,Primal,0,https://img.finalfantasyxiv.com/lds/h/i/wZ2T_KCer_XZH9C5rAlej2xIsE.png,Crystal,0,SGE
Sera Viegart,12102907,12,10,Exodus,Primal,0,https://img.finalfantasyxiv.com/lds/h/i/wZ2T_KCer_XZH9C5rAlej2xIsE.png,Crystal,0,PLD
Clown Conductor,2722260,13,23,Lamia,Primal,0,https://img.finalfantasyxiv.com/lds/h/Q/SFkR8_xz0dwwiHC4c3dA1b2M3E.png,Crystal,0,SGE
Caramel Frappe,9691497,14,31,Excalibur,Primal,0,https://img.finalfantasyxiv.com/lds/h/Q/SFkR8_xz0dwwiHC4c3dA1b2M3E.png,Crystal,0,BLM
Emi Emi,23517536,15,11,Behemoth,Primal,0,https://img.finalfantasyxiv.com/lds/h/i/wZ2T_KCer_XZH9C5rAlej2xIsE.png,Crystal,0,AST
Biscuit Centrifugal,16329641,16,53,Lamia,Primal,0,https://img.finalfantasyxiv.com/lds/h/Q/SFkR8_xz0dwwiHC4c3dA1b2M3E.png,Crystal,0,NIN
Cassie Lockheart,6152335,17,8,Hyperion,Primal,0,https://img.finalfantasyxiv.com/lds/h/i/wZ2T_KCer_XZH9C5rAlej2xIsE.png,Crystal,0,WAR
Rubedo Ginshi,15639088,18,43,Lamia,Primal,0,https://img.finalfantasyxiv.com/lds/h/Q/SFkR8_xz0dwwiHC4c3dA1b2M3E.png,Crystal,0,RPR
Saint Okanama,10280862,19,0,Leviathan,Primal,589,https://img.finalfantasyxiv.com/lds/h/q/jt9XfqaesFaOUpd_7KrSGekyKY.png,Crystal,27,DRG
Ruja Thorn,8987827,20,3,Behemoth,Primal,0,https://img.finalfantasyxiv.com/lds/h/i/wZ2T_KCer_XZH9C5rAlej2xIsE.png,Crystal,0,NIN
Vela Defoe,7568830,21,0,Exodus,Primal,0,https://img.finalfantasyxiv.com/lds/h/q/jt9XfqaesFaOUpd_7KrSGekyKY.png,Crystal,0,BRD
Roy Razerwind,15722608,22,30,Behemoth,Primal,0,https://img.finalfantasyxiv.com/lds/h/Q/SFkR8_xz0dwwiHC4c3dA1b2M3E.png,Crystal,0,DNC
Sen Sou,15004527,23,41,Excalibur,Primal,0,https://img.finalfantasyxiv.com/lds/h/Q/SFkR8_xz0dwwiHC4c3dA1b2M3E.png,Crystal,0,NIN
Goemon Da-cat,33537349,24,41,Behemoth,Primal,0,https://img.finalfantasyxiv.com/lds/h/Q/SFkR8_xz0dwwiHC4c3dA1b2M3E.png,Crystal,0,SMN
Braya Verlice,28127129,25,66,Ultros,Primal,0,https://img.finalfantasyxiv.com/lds/h/Q/SFkR8_xz0dwwiHC4c3dA1b2M3E.png,Crystal,0,SMN
Hahahahaha Hahahaa,23319483,26,16,Hyperion,Primal,0,https://img.finalfantasyxiv.com/lds/h/i/wZ2T_KCer_XZH9C5rAlej2xIsE.png,Crystal,0,BLM
Hiroshi Takeishi,6151152,27,59,Leviathan,Primal,0,https://img.finalfantasyxiv.com/lds/h/Q/SFkR8_xz0dwwiHC4c3dA1b2M3E.png,Crystal,0,SGE
Maeryll Gallaer,22539028,28,0,Behemoth,Primal,0,807ead28fa7b94afef2895272633a786_be20385e18333edb329d4574f364a1f0fc0_96x96.jpg?1657184627,Crystal,0,CUL
Edhida Argyle,27312273,29,12,Ultros,Primal,399,https://img.finalfantasyxiv.com/lds/h/i/wZ2T_KCer_XZH9C5rAlej2xIsE.png,Crystal,26,RPR
Voldr Kentson,9835761,30,98,Exodus,Primal,0,https://img.finalfantasyxiv.com/lds/h/Q/SFkR8_xz0dwwiHC4c3dA1b2M3E.png,Crystal,0,MCH
Nikolo Jr,37709133,31,90,Excalibur,Primal,0,https://img.finalfantasyxiv.com/lds/h/Q/SFkR8_xz0dwwiHC4c3dA1b2M3E.png,Crystal,0,DRG
Nikau Milkdud,30842976,32,19,Lamia,Primal,0,https://img.finalfantasyxiv.com/lds/h/i/wZ2T_KCer_XZH9C5rAlej2xIsE.png,Crystal,0,SGE
Kiitla Mi'ong,21600585,33,9,Behemoth,Primal,0,https://img.finalfantasyxiv.com/lds/h/i/wZ2T_KCer_XZH9C5rAlej2xIsE.png,Crystal,0,SMN
Rail Ying,33252892,34,13,Famfrit,Primal,0,https://img.finalfantasyxiv.com/lds/h/i/wZ2T_KCer_XZH9C5rAlej2xIsE.png,Crystal,0,SAM
Yabai Yabai,1880877,35,15,Excalibur,Primal,0,https://img.finalfantasyxiv.com/lds/h/i/wZ2T_KCer_XZH9C5rAlej2xIsE.png,Crystal,0,DRG
Rod Weeb,15052803,36,20,Ultros,Primal,0,https://img.finalfantasyxiv.com/lds/h/i/wZ2T_KCer_XZH9C5rAlej2xIsE.png,Crystal,0,RDM
Bikini Time,4564593,37,22,Hyperion,Primal,0,https://img.finalfantasyxiv.com/lds/h/i/wZ2T_KCer_XZH9C5rAlej2xIsE.png,Crystal,0,MNK
Haqen J'ghar,3123631,38,0,Excalibur,Primal,0,https://img.finalfantasyxiv.com/lds/h/q/jt9XfqaesFaOUpd_7KrSGekyKY.png,Crystal,0,MCH
Lucio Harundo,4012099,39,18,Leviathan,Primal,298,https://img.finalfantasyxiv.com/lds/h/i/wZ2T_KCer_XZH9C5rAlej2xIsE.png,Crystal,25,GNB
Akali Kurai,2970949,40,53,Exodus,Primal,0,https://img.finalfantasyxiv.com/lds/h/Q/SFkR8_xz0dwwiHC4c3dA1b2M3E.png,Crystal,0,SAM
Judge Id-leon,3328423,41,32,Lamia,Primal,0,https://img.finalfantasyxiv.com/lds/h/i/wZ2T_KCer_XZH9C5rAlej2xIsE.png,Crystal,0,SAM
Tarutaru King,4912442,42,72,Exodus,Primal,0,https://img.finalfantasyxiv.com/lds/h/Q/SFkR8_xz0dwwiHC4c3dA1b2M3E.png,Crystal,0,BLM
Mide Malqir,26735640,43,37,Ultros,Primal,0,https://img.finalfantasyxiv.com/lds/h/i/wZ2T_KCer_XZH9C5rAlej2xIsE.png,Crystal,0,BRD
Dandy Lyon,9088850,44,0,Leviathan,Primal,0,https://img.finalfantasyxiv.com/lds/h/q/jt9XfqaesFaOUpd_7KrSGekyKY.png,Crystal,0,SAM
Yui Takeuchi,20157026,45,51,Leviathan,Primal,0,https://img.finalfantasyxiv.com/lds/h/Q/SFkR8_xz0dwwiHC4c3dA1b2M3E.png,Crystal,0,BLM
Esdeath Akushi,13055427,46,73,Ultros,Primal,0,https://img.finalfantasyxiv.com/lds/h/Q/SFkR8_xz0dwwiHC4c3dA1b2M3E.png,Crystal,0,SMN
Bonnie Bea,42611089,47,68,Behemoth,Primal,0,https://img.finalfantasyxiv.com/lds/h/Q/SFkR8_xz0dwwiHC4c3dA1b2M3E.png,Crystal,0,WAR
Kirishoto Azphina,7859003,48,44,Excalibur,Primal,0,https://img.finalfantasyxiv.com/lds/h/i/wZ2T_KCer_XZH9C5rAlej2xIsE.png,Crystal,0,DRG
Kogi Tacos,18341739,49,35,Leviathan,Primal,0,https://img.finalfantasyxiv.com/lds/h/i/wZ2T_KCer_XZH9C5rAlej2xIsE.png,Crystal,0,FSH
Chichen L'aughel,18362936,50,0,Ultros,Primal,0,https://img.finalfantasyxiv.com/lds/h/q/jt9XfqaesFaOUpd_7KrSGekyKY.png,Crystal,0,WAR
Octavia Sinclair,24094800,51,38,Behemoth,Primal,0,https://img.finalfantasyxiv.com/lds/h/i/wZ2T_KCer_XZH9C5rAlej2xIsE.png,Crystal,0,RDM
Noir Shirasagi,17193643,52,63,Exodus,Primal,0,https://img.finalfantasyxiv.com/lds/h/Q/SFkR8_xz0dwwiHC4c3dA1b2M3E.png,Crystal,0,DRG
Pharys Ra,13620648,53,0,Excalibur,Primal,0,https://img.finalfantasyxiv.com/lds/h/q/jt9XfqaesFaOUpd_7KrSGekyKY.png,Crystal,0,BLM
Eyre Stahl,32745572,54,0,Hyperion,Primal,0,https://img.finalfantasyxiv.com/lds/h/q/jt9XfqaesFaOUpd_7KrSGekyKY.png,Crystal,0,MNK
Mari Takeuchi,19369257,55,0,Famfrit,Primal,0,https://img.finalfantasyxiv.com/lds/h/q/jt9XfqaesFaOUpd_7KrSGekyKY.png,Crystal,0,BLM
Jelly Vajezatha,2179345,56,24,Famfrit,Primal,200,https://img.finalfantasyxiv.com/lds/h/i/wZ2T_KCer_XZH9C5rAlej2xIsE.png,Crystal,12,WAR
Finch Curador,30712387,57,95,Leviathan,Primal,0,https://img.finalfantasyxiv.com/lds/h/Q/SFkR8_xz0dwwiHC4c3dA1b2M3E.png,Crystal,0,BLM
Braddah Pres,29838789,58,63,Leviathan,Primal,0,https://img.finalfantasyxiv.com/lds/h/Q/SFkR8_xz0dwwiHC4c3dA1b2M3E.png,Crystal,0,DRG
Tenpei Chicken,24096238,59,0,Leviathan,Primal,0,https://img.finalfantasyxiv.com/lds/h/q/jt9XfqaesFaOUpd_7KrSGekyKY.png,Crystal,0,WAR
Valiaz Commatus,21911777,60,83,Lamia,Primal,0,https://img.finalfantasyxiv.com/lds/h/Q/SFkR8_xz0dwwiHC4c3dA1b2M3E.png,Crystal,0,SAM
Kamyu Lansfeld,28880371,61,0,Famfrit,Primal,0,https://img.finalfantasyxiv.com/lds/h/q/jt9XfqaesFaOUpd_7KrSGekyKY.png,Crystal,0,BRD
Forgiven Penance,38662809,62,0,Ultros,Primal,0,https://img.finalfantasyxiv.com/lds/h/q/jt9XfqaesFaOUpd_7KrSGekyKY.png,Crystal,0,DRG
Nba Superstar,18700684,63,14,Leviathan,Primal,0,https://img.finalfantasyxiv.com/lds/h/i/wZ2T_KCer_XZH9C5rAlej2xIsE.png,Crystal,0,WAR
Garry's Mod,22141928,64,0,Hyperion,Primal,0,https://img.finalfantasyxiv.com/lds/h/q/jt9XfqaesFaOUpd_7KrSGekyKY.png,Crystal,0,RPR
Cenariel Hope,32217820,65,0,Ultros,Primal,0,https://img.finalfantasyxiv.com/lds/h/q/jt9XfqaesFaOUpd_7KrSGekyKY.png,Crystal,0,RPR
Aela Figaro,27257844,66,29,Leviathan,Primal,102,https://img.finalfantasyxiv.com/lds/h/i/wZ2T_KCer_XZH9C5rAlej2xIsE.png,Crystal,14,WHM
Zeto Negi,993498,67,92,Excalibur,Primal,0,https://img.finalfantasyxiv.com/lds/h/Q/SFkR8_xz0dwwiHC4c3dA1b2M3E.png,Crystal,0,BLU
Riesbyfe Stridberg,11760029,68,33,Leviathan,Primal,100,https://img.finalfantasyxiv.com/lds/h/i/wZ2T_KCer_XZH9C5rAlej2xIsE.png,Crystal,46,GNB
Moze Yan-lun,32011222,69,34,Exodus,Primal,100,https://img.finalfantasyxiv.com/lds/h/i/wZ2T_KCer_XZH9C5rAlej2xIsE.png,Crystal,45,AST
Levi Glebi,32013916,70,0,Hyperion,Primal,0,https://img.finalfantasyxiv.com/lds/h/q/jt9XfqaesFaOUpd_7KrSGekyKY.png,Crystal,0,DRK
Amadeus Teach,36917494,71,36,Behemoth,Primal,100,https://img.finalfantasyxiv.com/lds/h/i/wZ2T_KCer_XZH9C5rAlej2xIsE.png,Crystal,40,NIN
Tailun Tumet,35504258,72,83,Excalibur,Primal,0,https://img.finalfantasyxiv.com/lds/h/Q/SFkR8_xz0dwwiHC4c3dA1b2M3E.png,Crystal,0,MCH
Katagiri Yuuichi,26082343,73,0,Hyperion,Primal,0,https://img.finalfantasyxiv.com/lds/h/q/jt9XfqaesFaOUpd_7KrSGekyKY.png,Crystal,0,MCH
Magnus Wolfwood,740527,73,0,Hyperion,Primal,0,https://img.finalfantasyxiv.com/lds/h/q/jt9XfqaesFaOUpd_7KrSGekyKY.png,Crystal,0,SMN
Slayer Zeta,30016639,73,0,Lamia,Primal,0,https://img.finalfantasyxiv.com/lds/h/q/jt9XfqaesFaOUpd_7KrSGekyKY.png,Crystal,0,WAR
Artorius Castus,26594351,76,0,Lamia,Primal,0,https://img.finalfantasyxiv.com/lds/h/q/jt9XfqaesFaOUpd_7KrSGekyKY.png,Crystal,0,RDM
Maria Sylvalum,20914761,77,0,Behemoth,Primal,0,https://img.finalfantasyxiv.com/lds/h/q/jt9XfqaesFaOUpd_7KrSGekyKY.png,Crystal,0,DRK
Valerine Marcechamp,3176427,78,0,Excalibur,Primal,0,https://img.finalfantasyxiv.com/lds/h/q/jt9XfqaesFaOUpd_7KrSGekyKY.png,Crystal,0,AST
Kirima Hotoko,11863512,79,87,Leviathan,Primal,0,https://img.finalfantasyxiv.com/lds/h/Q/SFkR8_xz0dwwiHC4c3dA1b2M3E.png,Crystal,0,SMN
Nemx Eisenhorn,2244246,79,0,Excalibur,Primal,0,https://img.finalfantasyxiv.com/lds/h/q/jt9XfqaesFaOUpd_7KrSGekyKY.png,Crystal,0,RDM
Zaku Ren,486181,79,95,Leviathan,Primal,0,https://img.finalfantasyxiv.com/lds/h/Q/SFkR8_xz0dwwiHC4c3dA1b2M3E.png,Crystal,0,DNC
Myrha Lhalheva,20361238,82,77,Famfrit,Primal,0,https://img.finalfantasyxiv.com/lds/h/i/wZ2T_KCer_XZH9C5rAlej2xIsE.png,Crystal,0,SGE
Tira Mitsu,32898452,82,38,Famfrit,Primal,100,https://img.finalfantasyxiv.com/lds/h/i/wZ2T_KCer_XZH9C5rAlej2xIsE.png,Crystal,0,FSH
